数据组,实验序号,配置ID,精度模式,Batch,算子实现,图优化策略,通过准入且指标完整,未评分原因,可行配置数,评分排名,TOPSIS得分,与本组最高分差值,最小余弦,余弦阈值,权重样本Exp,有效初始L9数量,权重来源,评分范围,用途,原始数据来源,来源CSV_SHA256,数据一致性提示,FPS,FPS_CRITIC权重,FPS_权重样本最小值,FPS_权重样本最大值,FPS_评分最小值,FPS_评分最大值,FPS_同向归一化,平均批延迟_ms,平均批延迟_ms_CRITIC权重,平均批延迟_ms_权重样本最小值,平均批延迟_ms_权重样本最大值,平均批延迟_ms_评分最小值,平均批延迟_ms_评分最大值,平均批延迟_ms_同向归一化,P95批延迟_ms,P95批延迟_ms_CRITIC权重,P95批延迟_ms_权重样本最小值,P95批延迟_ms_权重样本最大值,P95批延迟_ms_评分最小值,P95批延迟_ms_评分最大值,P95批延迟_ms_同向归一化,P99批延迟_ms,P99批延迟_ms_CRITIC权重,P99批延迟_ms_权重样本最小值,P99批延迟_ms_权重样本最大值,P99批延迟_ms_评分最小值,P99批延迟_ms_评分最大值,P99批延迟_ms_同向归一化
81组实验数据3,1,A1-B1-C1-D1,force_fp32,1,high_precision,standard_l2,是,,81,52,0.4172627086458301,0.4854206410308965,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,476.1721785,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.1456160892127301,2.10008069592,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9818410554864105,2.148750019,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9809729098062913,2.201125397,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9822930072729982
81组实验数据3,9,A1-B1-C3-D3,force_fp32,1,high_performance_for_all,l2_single_stream,是,,81,53,0.4170795548548012,0.4856037948219254,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,475.9063425,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.1450493856138239,2.10125377768,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9818100341205453,2.139721924,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9812095517945193,2.193325587,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9824908521754275
81组实验数据3,7,A1-B1-C3-D1,force_fp32,1,high_performance_for_all,standard_l2,是,,81,54,0.4051099781427695,0.4975733715339571,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,464.1140199,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.11991076008197998,2.1546429479,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.980398193071519,2.207039644,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9794450378960969,3.472667179,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9500399062622626
81组实验数据3,13,A1-B2-C2-D1,force_fp32,4,high_performance,standard_l2,是,,81,55,0.36156378356100544,0.5411195661157211,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,463.1789906,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.11791748426759528,8.63597028617,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8090038082058351,8.796778567,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8067165807141238,8.917138823,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.8119389831389849
81组实验数据3,16,A1-B2-C3-D1,force_fp32,4,high_performance_for_all,standard_l2,是,,81,56,0.360345265560536,0.5423380841161907,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,461.5747219,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.11449753796272069,8.66598583114,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8082100671095992,8.815088864,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8062366361536017,8.856359177,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.8134806800691097
81组实验数据3,15,A1-B2-C2-D3,force_fp32,4,high_performance,l2_single_stream,是,,81,57,0.36014850578633784,0.5425348438903888,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,461.2967699,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.11390500572960266,8.67120747641,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8080719841780747,8.79748657,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8066980227306741,8.862701347,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.8133198087139305
81组实验数据3,53,A2-B3-C3-D2,allow_fp32_to_fp16,16,high_performance_for_all,l2_with_tiling,是,,81,58,0.35627511775543547,0.5464082319212911,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,581.7116441,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.37060290432490556,27.5050364941,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.3100239192250599,27.79341793,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.3087817995104509,27.95878108,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.32894108262224675
81组实验数据3,11,A1-B2-C1-D2,force_fp32,4,high_precision,l2_with_tiling,是,,81,59,0.3541861766900863,0.5484971729866404,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,463.2184467,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.11800159595250176,8.63523469002,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8090232605561112,8.832934708,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8057688657096967,12.0037065,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7336471169400082
81组实验数据3,51,A2-B3-C2-D3,allow_fp32_to_fp16,16,high_performance,l2_single_stream,是,,81,60,0.35298128366283943,0.5497020660138872,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,580.0001547,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.3669543871847522,27.5861995386,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.30787761656823154,27.95424732,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.30456618296951954,27.97867464,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.3284364755308983
81组实验数据3,47,A2-B3-C1-D2,allow_fp32_to_fp16,16,high_precision,l2_with_tiling,是,,81,61,0.35287850625960065,0.5498048434171259,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,579.8472541,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.36662843689850444,27.5934737758,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.30768525421015414,27.97879456,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.30392275734328167,27.88015127,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.3309355551911277
81组实验数据3,50,A2-B3-C2-D2,allow_fp32_to_fp16,16,high_performance,l2_with_tiling,是,,81,62,0.3520063955519373,0.5506769541247893,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,579.8148005,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.36655925299595765,27.5950182476,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.3076444116820287,28.03858737,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.3023554843537817,28.20192597,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.32277362764087814
81组实验数据3,12,A1-B2-C1-D3,force_fp32,4,high_precision,l2_single_stream,是,,81,63,0.35071971523672235,0.5519636344400043,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,457.3627368,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.10551851663111243,8.74579338926,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8060996093873295,8.841679672,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8055396450747851,11.43990345,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7479481780449045
81组实验数据3,54,A2-B3-C3-D3,allow_fp32_to_fp16,16,high_performance_for_all,l2_single_stream,是,,81,64,0.34956258933569223,0.5531207603410344,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,580.2059451,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.3673930868352898,27.5764151249,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.3081363588720619,27.72165309,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.31066288011743004,30.06267279,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.2755751352354867
81组实验数据3,10,A1-B2-C1-D1,force_fp32,4,high_precision,standard_l2,是,,81,65,0.3482804943337162,0.5544028553430104,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,455.9415387,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.1024888363845368,8.77305457056,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8053787056039275,8.80579998,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8064801138726754,12.03598044,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7328284771897696
81组实验数据3,14,A1-B2-C2-D2,force_fp32,4,high_performance,l2_with_tiling,是,,81,66,0.3480368839443558,0.5546464657323709,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,455.2582581,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.1010322331589284,8.78622172982,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8050305088466876,8.82873571,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8058789287113914,11.88443381,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7366725103426075
81组实验数据3,17,A1-B2-C3-D2,force_fp32,4,high_performance_for_all,l2_with_tiling,是,,81,67,0.3454698793029563,0.5572134703737703,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,454.8545192,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.10017155105549465,8.79402057395,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8048242736077371,8.818347966,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8061512094520531,12.8540592,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7120776239700541
81组实验数据3,52,A2-B3-C3-D1,allow_fp32_to_fp16,16,high_performance_for_all,standard_l2,是,,81,68,0.34441419662971,0.5582691530470165,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,576.9757108,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.36050694123002813,27.7308033952,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.3040536638873015,27.96580064,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.3042633504654936,29.62241441,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.2867424426743568
81组实验数据3,46,A2-B3-C1-D1,allow_fp32_to_fp16,16,high_precision,standard_l2,是,,81,69,0.3438422241096295,0.5588411255670971,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,575.1124564,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.3565348946518452,27.8206458962,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.3016778387838899,28.11041503,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.30047275712592614,28.22316354,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.32223492926688124
81组实验数据3,18,A1-B2-C3-D3,force_fp32,4,high_performance_for_all,l2_single_stream,是,,81,70,0.3407172628055576,0.561966086871169,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,449.5481283,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.08885949843570914,8.89782372163,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8020792685007301,8.869181796,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8048187668270648,13.07804158,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7063962327416808
81组实验数据3,49,A2-B3-C2-D1,allow_fp32_to_fp16,16,high_performance,standard_l2,是,,81,71,0.33693555529659075,0.5657477943801359,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,571.6319154,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.34911515048310693,27.9900396898,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.2971983327292109,28.37672782,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.29349223818852566,28.41903749,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.31726651817402285
81组实验数据3,48,A2-B3-C1-D3,allow_fp32_to_fp16,16,high_precision,l2_single_stream,是,,81,72,0.3338825594745438,0.5688007902021828,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,570.1325916,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.3459189235108917,28.0636473616,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.29525182687151974,28.43919721,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.2918548074068389,28.59339587,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.31284385702217077
81组实验数据3,20,A1-B3-C1-D2,force_fp32,16,high_precision,l2_with_tiling,是,,81,73,0.024177732991109497,0.8785056166856171,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,416.7288186,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.018895983634823893,38.3942729321,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.02206531390546329,38.68884663,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.023193764585627608,38.88827423,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.05171067497600201
81组实验数据3,27,A1-B3-C3-D3,force_fp32,16,high_performance_for_all,l2_single_stream,是,,81,74,0.02235934507335436,0.8803240046033722,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,416.655819,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.018740364621452052,38.400999747,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.02188742776552355,38.99488324,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.015172015605254274,39.13301483,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.04550274425365308
81组实验数据3,24,A1-B3-C2-D3,force_fp32,16,high_performance,l2_single_stream,是,,81,75,0.022303461865233732,0.8803798878114929,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,415.7784369,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.016869979896712267,38.4820341317,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.01974452743141819,38.85200238,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.018917170124577498,38.92810202,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.05070042918456308
81组实验数据3,19,A1-B3-C1-D1,force_fp32,16,high_precision,standard_l2,是,,81,76,0.020244518776614682,0.8824388309001119,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,415.3969471,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.016056727957147965,38.5173750354,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.018809960770281742,39.11659846,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.011981649126123317,39.14522501,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.04519302877715514
81组实验数据3,23,A1-B3-C2-D2,force_fp32,16,high_performance,l2_with_tiling,是,,81,77,0.02020105493089636,0.8824822947458302,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,415.2104009,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.015659052687800493,38.5346801653,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.018352338135375068,39.01287523,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.014700414421861985,39.13302006,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.04550261159287805
